rxnid	ecnum	substrates	products
33953	1.3.1.19	245 57478 	4 184 36907 
34051	2.4.1.17	557 57615 	57616 4 559 
34056	2.3.1.131	57625 57245 	57626 172 
34057	1.1.1.80	4681 286 	4 233 5500 
34147		1526 7 13 	115 1526 45 
34208	2.7.8.12	57856 46459 	57856 221 
34227		57881 	57882 
34281	3.6.1.23	57961 13 	10 57962 
34290	1.1.1.36	286 1022 	4 233 572 
34326	2.7.7.4	5120 784 	10 58028 
34361	1.3.8.4	49087 	31233 
34393		53138 726 326 	53138 726 326 
34434	1.14.11.-	75 58203 382 	21 72 58204 
34537	4.1.3.-	58360 	416 170 
34561		13 58398 	46531 4 172 
34671	2.1.1.64	0 56981 	58561 4 5 
34793	6.1.1.20	4 5765 58747 	10 13358 
34838	1.1.1.270	58819 286 	4 58820 233 
34840		58823 	58823 
34862	2.1.1.130	16436 58860 	4 16437 58861 
34939	3.2.2.9	5 13 	58984 282 
34969	1.14.11.33	59029 75 382 	4 21 72 1816 282 
34986	3.5.1.4	59050 13 	120 19755 
35050	1.1.1.-	52422 286 	4 233 59146 
35064	2.1.1.128	0 59162 	4 5 9902 
35104		59221 	4 59222 172 
35139		736 289 101 	59280 271 
35316	4.2.1.109	59544 	24498 13 
35335		59569 4 	59569 4 
35336	1.14.13.-	59570 4 233 75 	59571 13 286 
35424		4 233 59694 	286 59695 
35442		4 71 	4 71 
35464	2.7.9.1	115 7 170 	9 1561 10 
35480	2.4.1.300	40449 59762 	23713 4 2174 
35527	2.7.1.2	5120 3092 	2001 20441 
35541		59858 7 13 	59858 115 45 
35574	2.3.1.15	209 59905 	793 172 
35586	3.1.2.5	10658 13 	59922 4 172 
35655	2.7.7.22	1803 476 	115 4345 
35692	2.4.1.-	60068 16590 	4 60069 559 
35714		17599 	60098 13 
35774	6.1.1.5	36034 5765 	10 13358 
35855		51766 121 	60315 13 
35865		40402 60326 	60327 13 
35905	1.2.1.3	245 47194 13 	4 60390 184 
35949	1.1.1.2	4 233 35069 	35720 286 
36004	1.2.1.-	245 3867 13 	4 184 3868 
36032		60578 	60578 
36046	1.2.1.24	245 135 13 	4 72 1054 
36066		60631 13 	21 60632 
36108	2.7.1.50	7 1996 	60688 4 45 
36185	4.1.3.38	60801 	9650 4 170 
36197		60816 60815 	26233 13 
36235		17415 121 	1202 13 
36270	3.1.3.25	13 60926 	16160 115 
36273	5.4.99.5	60930 	60931 
36347	2.6.1.76	727 382 	342 1158 
36349	3.2.1.180	61059 13 	61060 296 
36353	2.7.1.16	7 61064 29049 	4 45 3663 
36482		886 18170 13 	784 259 4 
36500		61284 75 	61285 
36605		4 52783 	4 52783 
36611	4.1.1.48	4 61455 	61456 21 13 
36652	3.6.3.21	2534 7 13 	115 2534 45 
36686	2.6.1.57	339 342 	338 382 
36743	2.7.2.4	7 7626 	50617 45 
36852		61813 	4 61814 
36861	[1.1.1.360, 1.1.1.120]	705 286 	24547 4 233 
36921	1.14.19.aq	4 13880 233 75 	17105 13 286 
37381	1.14.11.22	62625 75 382 	62626 21 72 13 
37454	6.1.1.5	4 62740 5765 	10 13358 
37503	5.1.3.14	2642 	62814 
37507	1.14.-.-	62818 4 233 75 	62819 13 286 
37570		33832 62909 52783 	4 62910 62911 
37577	2.7.4.6	7 559 	1804 45 
37630	2.7.7.-	131 63000 	63001 10 
37662	6.3.4.13	7 55 63048 	115 4 45 27485 
37692	1.22.1.1	7616 122 286 	4 233 63099 
37740		13 	63170 17126 
37759	2.7.4.21	56081 4 7 	63201 45 
37863	2.7.4.24	56081 4 7 	63355 45 
37873	2.1.1.67	16436 63366 63367 	16437 63367 
37903		75 3516 13 	4 886 1194 4862 
37968	6.2.1.3	7 599 172 	9 10 63517 
37976		63530 1803 	2274 63531 
37984	1.8.5.1	6374 1015 	4 1656 3166 
38005	1.1.1.125	245 63575 	4 63576 1054 
38064	3.1.3.5	9826 13 	115 31161 
38078	2.1.1.133	16436 63670 	4 16437 63671 
38108	6.3.5.2	63718 2534 7 13 	9826 4 342 9 10 
38357	2.4.2.28	115 126 	282 64106 
38375	2.3.3.13	3296 337 13 	4 64138 172 
38403	1.1.1.183	14566 286 	64176 4 233 
38474	4.2.1.9	64274 	2060 13 
38477	1.10.3.-	46208 75 	4 64278 
38483	4.1.3.27	2534 64283 	7157 342 170 
38530	2.5.1.45	26708 25705 	64359 11454 
38576	2.1.1.-	30385 20295 	30386 20294 
38580	2.4.2.-	10 64430 	6962 21635 
38592	2.3.1.164	13 49199 64447 	64448 4 8728 172 
38688	1.-.-.-	64601 	64602 
38697	2.3.1.129	2642 	40996 
38758	1.1.1.1	184 33002 	64721 245 
38794	2.3.1.7	22834 186 	22837 172 
38857	2.-.-.-	64853 64854 	64855 45 
38866	2.4.2.9	10 23135 	52016 325 
38879	2.4.1.170	39555 602 	4 64892 559 
38899	2.7.4.6	476 45 	9 5290 
38947	4.1.3.40	64283 	170 1694 
39076	1.14.11.-	65171 75 382 	65172 21 72 13 
39090	4.2.1.108	65191 	65192 13 
39131	3.6.3.16	9824 5765 13 	9824 115 5769 
39150	6.1.1.7	4 5765 19866 	10 13358 
39193	2.7.1.3	5120 	20441 65355 
39223	2.1.1.6	0 64608 	4 5 65402 
39229	2.3.1.97	6116 31911 	65415 172 
39235		2642 	2642 
39259	5.1.3.7	2642 	65464 
39321	3.1.1.-	65553 13 	65554 4 40 
39397	4.1.3.30	35795 	72 170 
39450	2.7.1.81	5290 65742 	4 476 65743 
39467	6.3.5.5	3569 2534 7 13 	115 342 8969 45 
39491	1.14.13.14	4 233 42331 75 	65796 13 286 
39530		20577 	20577 
39634		1015 3516 	66006 
39695	2.1.1.-	66096 47443 	34914 4 42501 
39722	2.7.4.6	7 52840 	4576 45 
39806	3.1.3.66	66272 13 	115 15069 
39824	2.5.1.89	66299 30 	183 10 
39865	6.1.-.-	4 7 601 	10 66349 
39874	2.3.1.9	66362 172 	249 186 
39877	1.3.8.7	2546 4 40053 	2544 66368 
39960	2.1.1.161	0 22109 	4 5 1526 
40026		1811 775 	1811 775 
40037	1.2.1.27	21124 245 172 13 	3569 4 8229 184 
40122	3.5.1.53	4 30583 13 	26708 21 217 
40202	2.5.1.-	66832 1042 	66833 4 10 
40203	3.2.1.-	2316 13 	273 1832 
40212	1.3.8.-	2546 66847 	2544 66848 
40243		66897 	4 29387 
40317		67004 21070 	67004 21070 
40330	4.2.1.33	67024 	67025 13 
40332	1.2.1.-	67028 245 13 	4 67029 184 
40367		67082 13 	273 8 
40387	2.3.1.140	67105 67104 	1820 172 
40468	2.4.2.19	21 67222 10 	21635 4 67223 
40479	1.3.1.-	4 67240 233 	67241 286 
40485	2.1.2.11	337 67251 13 	67253 67252 
40512	3.1.2.12	165 13 	849 4 1015 
40611	1.5.1.21	49012 245 	4 184 26301 
40644		31712 	31712 
40659	2.4.1.-	67506 602 	67507 4 559 
40664	2.4.1.217	1392 2274 	4 67514 476 
40745	1.1.1.316	245 67641 67642 	1504 4 184 
40753	2.9.1.1	2224 	115 4 
40798	1.1.1.1	67712 1054 	67713 245 
40811	3.6.3.29	7 42184 13 	115 4 42184 45 
40852	3.1.3.-	67781 13 	115 67782 
40866		342 67807 	67808 382 
40924		599 	601 
40955		44363 	44363 
40967	2.2.1.9	67952 4 382 	67953 21 
41005	3.7.1.-	13904 68014 	68015 
41013		7321 75 	68025 13 
41045	2.4.2.8	21635 191 	9826 10 
41126	1.14.19.-	4 233 75 68205 	16996 13 286 
41173	2.8.2.15	386 68274 	68275 4 388 
41188		16996 233 75 	7298 13 286 
41406	1.10.9.1	4 24874 	4 15318 
41517	3.1.3.89	29462 13 	115 28819 
41669	5.4.2.7	69033 	69034 
41712		48376 	4 69094 13 
41719	1.14.13.-	4 184 75 15822 	245 13 15823 
41745	2.1.1.-	0 69140 	4 69141 5 
42069	3.5.3.18	69643 13 	2960 9901 
42103	6.1.1.6	4 7 8 	9 10 
42122	2.7.4.6	5765 5769 	5765 5769 
42128	4.2.1.24	69733 	4 69734 13 
42220		31346 	69865 
42229	2.6.1.-	69878 620 	69879 170 
42269		15318 2649 	69942 24874 
42408		4 46724 	4 46724 
42459	1.3.1.86	286 43710 	4 233 668 
42477	1.2.1.44	4 233 70254 	7767 172 286 
42498	3.4.16.4	70285 13 	4 183 1261 70286 
42523	6.3.1.2	342 7 217 	115 70312 45 
42536	2.4.1.170	602 70330 	4 70331 559 
42544	1.3.8.-	2546 4 70342 	2544 70343 
42556	4.2.3.81	66 	21026 10 
42610		70441 70442 	4 70443 70444 
42636		70481 13 	4 172 382 
42753	1.8.2.3	1194 	4 1194 
42883	2.7.7.-	131 70858 	10 70859 
42925	6.1.1.14	4 55 7 	9 10 
42987	3.5.1.4	71005 13 	32592 217 
42999	4.2.3.1	71017 13 	115 726 
43005		5767 9642 	5767 9642 
43063	1.4.3.4	30704 75 13 	4 121 217 32285 
43111	2.1.1.64	0 9967 	4 5 76 
43133	3.1.2.2	5723 13 	4 172 24013 
43146	1.1.1.271	7364 286 	233 33260 
43307	1.1.1.-	245 71448 	4 184 5791 
43616	2.4.1.142	4345 71885 	4 476 71886 
43681	1.3.8.1	2546 4 43710 	1175 668 
43723	3.5.3.13	72037 13 	4 217 34778 
43725	3.3.2.-	72038 13 	72039 
43752		7 72088 13 	115 72088 45 
43773	6.1.1.6	72113 4 5765 	10 13358 
43827		4 233 72190 	13 72191 286 
43887	2.1.3.2	4736 8969 	115 4 12612 
43893		72289 	72289 
43916	1.10.3.-	75 72318 	13 72319 
43952	5.3.3.-	72369 	72370 
44014	3.4.16.-	72470 13 	72471 183 1261 
44015	2.3.1.-	72473 72472 	72474 
44036		4 233 72506 	72507 13 286 
44038	2.1.1.267	0 39560 	4 5 72510 
44075	3.2.1.10	72568 13 	100 3092 
44116	6.3.2.1	7 3868 67742 	115 4 72631 45 
44126		72644 	72645 13 
44167	3.2.2.7	39460 13 	282 
44173	2.3.1.4	516 186 	4 172 2365 
44195	1.14.13.-	4 233 75 72750 	54501 13 286 
44217	3.6.3.6	5120 4 13 	115 4 20441 
44280	6.3.4.2	72883 5765 15927 13 	115 4 72884 15927 5769 
44369	2.1.3.1	49048 170 	696 249 
44415		4 73085 	4 73085 
44430	3.1.2.1	3296 13 	4 53 172 
44446		39589 13 	4 886 8541 
44477	3.1.3.15	73163 13 	115 21605 
44479	1.5.1.20	2386 73166 	2386 4 73167 
44526	4.1.2.-	9867 	55 35069 
44535	2.7.1.40	4576 170 	4 52840 1561 
44567		1781 	73287 
44574	2.7.2.2	21 7 217 	4 8969 45 
44631	6.3.4.5	4736 22086 7 	73381 4 9 10 
44647	4.2.3.-	66 	20743 10 
44717		73489 	73489 
44718	2.8.3.7	73490 2047 	73491 72 
44776	2.1.1.64	16436 27398 	4 16437 73564 
44811	2.3.1.16	73616 172 	9588 186 
44852	4.2.1.79	73673 	73674 13 
44857	3.1.6.2	73682 13 	784 1971 4 
44997	1.10.2.-	75 76 	903 13 
45080	2.4.1.195	602 74012 	74013 559 
45090	1.14.13.-	4 18133 184 75 	245 74027 13 
45174	3.6.1.31	74146 13 	74147 4 10 
45320	2.1.1.5	1526 20015 	1256 22109 
45329	2.3.1.-	73602 74370 	74371 271 
45493	2.4.1.-	74601 525 	4 74602 559 
45501	4.1.2.24	72847 	74612 1816 
45547		101 7 13 	115 101 45 
45550	2.3.1.60	186 74683 	4 172 74684 
45604	4.2.1.-	4 74778 	74779 13 
45642		74832 7 13 	74832 115 45 
45643	2.4.2.-	74833 454 	74835 74834 4 342 
45652		12091 	903 
45714	1.5.1.-	245 12904 74939 	4 184 12906 74940 
45812		7 15416 13 	115 15416 45 
45877	3.6.3.24	7 75193 13 	115 75193 45 
45899	1.14.13.80	4 918 233 75 	74337 13 286 
46005		32082 13 	3348 
46043	2.1.1.-	0 75427 	4 75428 5 
46049	3.2.1.20	42140 13 	100 75437 
46083	1.2.3.13	4 3255 75 	21 50491 13 
46123	1.14.13.-	75537 184 75 	75538 245 13 
46148	1.17.1.-	75578 13 286 	5906 4 233 
46193		4 233 75 75658 	16996 13 286 
46230	6.3.1.8	7 25705 1770 	75715 115 4 45 
46231	3.5.1.25	75716 13 	75717 53 
46300	3.7.1.14	75813 13 	4 85 45912 
46382	1.1.1.-	75923 286 	4 75924 233 
46455		2386 4 309 76029 	2386 21 217 73167 
46584	4.2.1.149	76215 	76216 13 
46587	1.7.1.10	245 217 13 	4 664 184 
46597	3.2.1.-	4403 13 	3025 76232 
46601		0 683 	42500 5 
46624	4.1.2.29	76266 	211 20757 
46645	1.14.13.-	4 233 75 76298 	76299 13 286 
46675	1.14.13.-	4 76341 233 75 	76342 13 286 
46711	2.1.1.-	16436 76391 	4 56980 16437 
46757		7 13 6575 	115 45 6575 
46837		76561 13 	76562 342 
46894	2.4.1.-	76653 76652 	17874 4 76654 
46955	2.3.2.19	76735 	76736 4 
46959	2.5.1.15	9650 6771 4 	24681 10 
47036	4.2.3.3	211 	115 17801 
47176	1.1.1.90	245 77033 	4 184 77034 
47211		338 	338 
47274	1.1.1.49	2386 23204 	2386 4 77164 
47330	3.5.4.40	4 13 77230 	120 77231 
47359	4.2.1.104	4 3006 	21 217 
47413		13566 	13566 
47414	1.1.1.78	245 25341 	4 184 17801 
47446	2.5.1.51	24027 77407 	77408 4 53 
47456	4.1.1.8	4 77423 	77424 21 
47499	6.3.1.12	4736 7 77483 	115 4 77484 45 
47629	1.1.1.36	2386 77673 	2386 4 572 
47709	2.3.1.16	186 43710 	172 77789 
47771	1.2.1.28	245 13 1055 	3453 1054 
47825		4 77945 233 75 	77946 13 286 
47940	5.4.2.7	1379 	15829 
47986	3.1.3.-	1834 13 	78193 115 1832 
48003		78215 7 13 	115 4 78215 45 
48038		245 78266 13 	4 184 78267 
48102		7 13 78364 	115 4 45 78364 
48206	5.1.2.2	49116 	29087 
48240	1.2.1.79	135 13 286 	4 72 233 
48347		78721 	78722 
48369	2.4.2.21	78749 78750 	4 40473 28045 
48377	2.7.1.7	4039 7 	4 3194 45 
48409	1.3.1.12	245 13423 	21 3255 184 
48534	1.4.3.11	342 75 13 	120 121 382 
48574	1.1.1.-	53830 286 	4 233 17801 
48585	3.7.1.3	23717 13 	5032 620 
48686	3.5.3.23	4 13 79167 	79168 21 120 
48774	1.4.3.22	58851 75 13 	58852 120 121 
48821	2.5.1.31	79373 30 	10 79374 
48981	1.14.13.-	79603 233 75 	79604 13 286 
49077		7 34984 13 	115 34984 45 
49333	3.6.1.43	13 80126 	115 23782 
49382	3.1.1.45	80205 13 	4 315 
49406	3.5.1.68	34778 13 	849 342 
49409	3.1.3.70	67514 13 	673 115 
49530	2.7.2.8	26051 7 	54658 4 45 
49626		4 80532 	4 80532 
49631	2.6.1.11	13613 382 	72884 80539 
49723	2.3.3.-	186 13 80670 	4 172 80671 
49728		1811 80189 	1811 80189 
49773	2.4.1.83	2274 23782 	476 80751 
49797	2.7.4.6	30160 7 	45 30159 
49800	3.5.1.26	13 80782 	4736 4 30456 
49843	3.1.6.9	80842 13 	784 4 80843 
49893		80909 13 	4 80910 
49905	3.6.1.-	80931 13 	115 4 80932 
50019	3.8.1.8	81105 13 	81106 4 765 
50049	1.5.99.-	81147 75 	81148 13 
50050	3.2.1.177	81149 13 	81150 271 
50052	2.4.1.73	4549 602 	81153 4 559 
50107	6.3.4.13	309 5765 81230 	115 4 5769 81231 
50150		14320 13 	784 4 3516 4862 
50155	2.3.1.118	3296 	172 
50286	2.4.1.227	2642 81486 	4 81487 559 
50342	[2.7.4.25, 2.7.4.14, 2.7.4.13]	499 7 	45 1726 
50401	2.7.1.82	7 617 	11506 4 45 
50421	2.5.1.17	7 52783 	14996 741 81674 
50503	1.1.1.327	81793 245 	81794 4 184 
50534	2.1.1.fg	0 81834 	5 81835 
50584	2.7.1.21	7 28287 	29462 45 
50706	4.1.1.-	4 82092 	21 82093 
50713	3.1.2.6	45497 13 	752 4 1015 
50766	5.5.1.7	82183 765 	82184 
50827	1.13.11.27	339 75 	21 75469 
50834		4 645 	4 645 
50864	3.1.2.2	13 82334 	4 172 4924 
50905	1.14.11.11	82385 75 382 	82386 21 72 
51002	2.4.2.-	59569 115 	31162 282 
51101		6010 75 	13 82668 
51125		1811 620 	1811 620 
51171		483 4 2764 	483 4 2764 
51211	1.14.16.1	338 12904 74939 75 	122 20878 
51239	2.1.1.131	82866 16436 	4 16437 63670 
51258		4 82893 	11851 13 
51259	2.4.1.-	82895 82894 	82896 4 559 
51286	2.3.1.37	4 70 55 	74261 21 172 
51291	1.1.1.-	233 1241 	286 17599 
51294		775 1770 	9824 13 48333 
51322	2.7.1.73	9825 7 	9826 45 
51332		82992 	1010 120 
51350	1.1.1.42	5587 286 	4 233 83018 
51360	2.7.1.73	7 9037 	4 45 8366 
51399	2.4.1.272	83078 525 	4 83079 559 
51521	5.4.2.4	934 	4 197 
51569	1.1.1.133	2909 286 	4 233 83325 
51595	6.3.2.3	55 7 	115 4 1770 45 
51609	1.3.1.-	4 44647 233 	1467 286 
51636		13 49199 	51 4 172 
51644		4 9642 	4 9642 
51648	3.2.2.16	70443 13 	282 83434 
51755		83575 13 	4 11190 83576 
51823	2.7.7.34	145 4 5290 	474 10 
51851	3.2.1.93	13 1390 	273 3092 
51917		70331 13 	70330 271 
52108	2.6.1.19	170 9642 	135 620 
52154	3.8.1.6	39691 13 	4 765 1694 
52208	1.3.1.-	4 233 84254 	84255 286 
52285	3.5.1.4	84370 13 	4 217 1275 
52426		24708 	4 84584 1194 
52432	1.2.1.87	245 172 623 	84593 4 184 
52512	5.3.3.-	59544 	84715 
52563	4.2.1.-	84790 	28330 13 
52695	4.2.2.6	84992 	84993 
52768	2.6.1.42	5767 33001 	36034 382 
52783	3.5.1.42	23497 13 	67222 120 
52805	2.4.1.91	39560 602 	9139 559 
52807	1.1.1.-	1782 286 	77123 4 233 
52904	2.7.1.69	673 	676 
52935		15888 7 13 	15888 115 45 
53043	3.5.1.10	13 543 	849 4 2728 
53254	1.14.13.-	19426 4 184 75 	85763 245 13 
53276	6.3.5.3	454 7 13 23646 	115 4 342 85798 45 
53335	1.1.1.371	85889 286 	85890 4 233 
53365	2.7.1.6	7 1007 	4 24140 45 
53445	2.7.7.9	145 4 1804 	86057 10 
53491		86126 	85972 13 
53515		15888 563 	15888 563 
53574	5.4.2.1	1392 	8814 
53590	1.1.1.22	245 602 13 	4 557 1054 
53671		11382 7 13 	115 11382 45 
53736	3.1.3.-	86464 13 	115 21449 
53739	4.2.99.20	67953 	4 86469 170 
53795	2.1.1.201	86556 687 	4 23532 2861 
53809	5.3.2.7	86574 	86575 
53863	1.17.1.4	245 266 13 	4 184 267 
53873	3.5.99.-	86665 13 	36064 4 86666 
53880		2176 13 	86674 
53888	3.1.1.25	53628 13 	4 17599 
53950	1.1.1.330	286 86766 	4 233 86767 
53993	2.5.1.92	1042 30 	66 10 
54010	2.4.-.-	86842 17263 	4 86843 45 
54087	2.5.1.48	2049 33708 	4 86953 72 
54116	2.7.8.26	86988 83310 	9826 738 4 86989 
54140	1.1.5.3	903 7391 	211 76 
54171	3.2.1.21	87062 13 	3092 87063 
54185	2.1.1.-	0 87084 	5 87085 
54201	4.3.1.2	27724 	87110 120 
54269	2.3.1.21	87193 82334 	87194 172 
54277	3.2.1.-	549 	87208 
54390		39969 	87363 4 
54455		0 13009 20248 233 	5 87450 13 286 
54478	6.3.4.1	63718 7 217 	9826 9 10 
54487	2.7.1.82	7 617 	11506 4 45 
54529	2.7.6.1	7 6474 	21635 4 9 
54533	4.1.1.50	0 4 	21 18494 
54540	2.7.1.16	7 61064 	4 45 3663 
54573	2.3.1.16	801 186 	87605 172 
54576		0 87609 	5 87610 
54664	2.4.2.11	67222 10 	21635 4 28045 
54680	2.7.2.8	87766 7 	54658 45 
54754	2.7.7.24	3248 87872 4 	87873 10 
54784	6.3.2.-	7 122 87914 	4 9 10 87915 
54945		88149 	4 88150 
55092	1.14.13.8	37746 233 75 	88370 13 286 
55196		115 23204 	115 23204 
55254	4.2.1.87	88610 	4564 120 
55255	3.5.3.18	69643 13 	22086 9901 
55260		3570 4 88616 	21 88617 172 
55288	3.6.3.49	7 13 765 	115 4 45 765 
55297	6.2.1.-	7 172 88668 	9 10 88669 
55322	2.7.1.4	7 1832 	16020 4 45 
55375	5.4.99.1	4 80297 	342 
55384		370 1561 	170 
55585	3.5.4.32	4 67672 13 	4774 120 
55681	6.3.-.-	89216 454 7 	89217 9 10 
55686		89223 	57680 
55711	3.1.3.34	89258 13 	115 32810 
55815	4.1.1.23	4 89396 	21 1446 
55858	[2.6.1.5, 2.6.1.57]	122 382 	342 3255 
55867	1.14.13.125	4 6020 233 75 	89474 21 13 286 
55949	2.7.7.12	86057 24140 	145 17762 
55989	4.1.1.37	7200 	18913 21 
56031	5.3.1.28	2634 	24194 89721 
56061	3.5.1.48	9645 13 	53 25705 
56122	2.1.1.159	0 30939 	4 5 89849 
56137	1.1.1.211	89858 245 	89859 4 184 
56227	3.4.11.7	13 89983 	342 52559 
56320	2.7.2.3	645 5765 	19602 4 5769 
56324		11852 13 	11160 1194 
56443	2.4.1.129	90304 	90305 4 183 
56486	1.14.11.18	90362 75 382 	21 72 90363 
56494	2.4.2.19	21635 4 67223 	21 67222 10 
56521	2.7.1.157	20880 7 	90419 4 45 
56538	1.3.8.-	38019 90443 	1175 90444 
56603	4.1.1.93	4 22893 	21 90532 
56645		7 13 90590 	115 45 90590 
56646	1.1.1.125	245 63575 	63576 1054 
56736		4 31865 	13 90718 
56801	2.7.6.5	7 476 	9 90813 
56825	5.3.3.1	90841 	65539 
56853		386 90882 	90883 4 388 
56920		90977 4 75 	172 29613 
57044	6.2.1.3	91152 7 172 	7044 9 10 
57059	2.4.1.-	91175 602 	4 91176 559 
57100	3.9.1.-	91223 13 	9826 91224 
57171	2.4.1.-	91321 91320 	16160 91322 
57191	2.3.1.-	91351 	8229 925 
57206	2.4.1.-	91366 602 	91367 559 
57293	4.4.1.8	24709 13 	24708 120 170 
57367	1.1.1.369	245 47930 	4 91574 184 
57420	2.7.1.21	5120 91656 	20441 57962 
57445	6.3.4.16	21 7 217 13 	115 4 8969 45 
57450	3.2.1.20	75437 13 	734 
57538	1.4.1.10	245 55 13 	419 4 120 184 
57637	4.2.1.119	91965 13 	91966 
57652	4.2.2.-	29035 	91985 2245 
57679	6.1.1.10	4 7 1256 	9 10 
57688	1.17.4.2	92038 13 	15927 
57775	1.14.19.-	4 75 92174 	13 92175 
57792	1.3.1.21	60949 286 	4 92199 233 
57909	3.1.1.17	13 1582 	4 110 
58016		92530 	92531 
58059	2.7.1.160	245 	16098 92583 13 
58151	2.7.1.ab	92705 5290 	92706 4 476 
58160	5.1.3.-	68461 	656 
58250	1.1.1.273	92836 286 	4 92837 233 
58265	4.1.99.16	92861 13 	5500 92862 
58304		92928 	92929 
58342	2.5.1.56	7490 1561 2685 13 	92979 115 
58382		9650 602 	93033 559 
58497	2.7.2.11	5120 5767 	29344 20441 
58567	4.3.2.2	93294 	74835 85 
58571	4.2.1.79	93301 	73674 13 
58601	2.1.1.10	93341 93340 	47442 4 
58978		93876 7 	4 93877 45 
59017	1.8.3.1	886 75 13 	784 121 
59041	2.2.1.1	6474 93951 	93952 2634 
59092	2.3.3.11	419 249 13 	4 34859 172 
59225	4.99.1.1	259 94221 	40003 
59227	5.1.1.4	31390 	31390 
59232	5.1.3.29	3549 	94229 
59265		0 94272 	94273 4 5 
59274	1.1.1.138	93 286 	1832 233 
59294	2.5.1.49	4217 54830 	4 53 127 
59296		27 	27 
59356	1.2.3.9	75 13 13567 	4 121 42331 
59391		67713 7 13 	67713 115 45 
59393	3.1.1.45	94434 13 	4 63639 
59395		7 172 13 	115 172 45 
59407		72 	72 
59517	2.7.1.73	7 9037 	4 45 8366 
59539	5.4.2.3	94629 	75716 
59595	6.3.2.1	7 3868 94716 	4 72631 9 10 
59697	1.1.1.22	245 602 31532 13 	4 184 557 
59756	6.3.2.1	3868 76943 	72631 
59771		94961 	94962 4 765 
59859		4 95087 	4 95087 
59866	2.1.2.2	12375 23645 	2728 23646 
59972	1.14.-.-	4 95236 233 75 	95237 13 286 
60012		13 60477 	752 4 95289 
60020	1.1.1.86	95299 4 233 	19707 286 
60085	1.11.1.17	121 95391 	95392 13 
60229	2.7.7.10	1804 24140 	10 525 
60275	1.8.3.6	95627 75 13 	20248 121 47194 
60337	2.3.3.1	3296 696 13 	31712 2050 4 
60400	2.1.1.44	0 95804 	4 5 95805 
60413		11190 	11190 
60567	2.3.1.-	96049 96048 4 	96050 172 
60615		96122 13 	1781 96123 
60618	2.1.2.1	326 2728 	897 55 13 
60696	3.2.1.-	4403 13 	3025 1832 76232 
60786	2.7.8.13	96370 10988 	57221 1446 
60919	1.12.1.2	2386 2040 	2386 4 
60938	2.3.1.16	73616 172 	9588 186 
61003		2179 13 	80532 1194 
61083	4.1.3.38	96778 	9650 4 170 
61090		4 67004 	4 67004 
61121	5.3.1.17	84993 	62195 
61146	3.6.3.16	9824 7 13 	9824 115 45 
61194	[2.7.4.14, 2.7.4.25]	7 221 	756 45 
61203		4 5924 	5924 4 
61213	1.14.13.83	96945 4 75 1054 	82866 245 13 
61221		2048 217 	4 96955 
61303	2.6.1.19	3868 382 	20757 342 
61335	4.1.2.9	115 12094 	932 13 1790 
61340	4.2.1.115	2642 	97139 13 
61411	4.2.1.52	1158 170 	97239 13 
61508	1.8.2.1	886 13 	784 4 
61514		97386 	97387 
61575		4 184 75 14063 	3777 245 1816 13 
61653		0 30939 	4 5 97567 
61669		97584 	97585 
61703	1.2.1.31	57747 245 13 	4 8728 1054 
61761	2.7.1.-	7 97709 	45 97710 
61781	2.3.1.82	3296 97732 	97733 4 172 
61932		97949 286 	4 233 97950 
61943	4.1.2.25	97968 	7056 35069 
62009	6.2.1.3	7 172 4924 	2464 9 10 
62017	1.4.3.1	33848 75 13 	696 217 121 
62117	1.14.99.-	87541 75 	98215 98214 
62137	2.7.7.15	1072 98249 	10 98250 
62288		41783 12459 	41783 12459 
62347		98548 	98549 13 
62357		115 474 	98561 4 476 
62384		4 245 55 2728 	897 21 217 1054 
62410	1.2.1.83	98631 13 286 	4 24679 233 
62552	5.1.3.5	98840 	17603 
62600		5924 	5924 
62676	2.1.1.-	0 98897 52783 	99012 126 52783 127 
62710	1.1.1.-	245 99066 	4 184 99067 
62780		3625 	99159 
62978		16098 	16098 
63026	2.3.1.-	3570 4 186 	21 99510 172 
63041	2.3.1.47	4 1417 620 	21 1418 172 
63108	2.4.1.1	289 115 	432 145 
63271	1.5.3.17	25705 75 13 	26708 121 3867 
63324		4 267 	4 267 
63379	2.8.4.2	1200 775 	100017 13 
63401	2.1.1.110	0 100043 	4 5 100044 
63417	1.13.11.20	20248 75 	5605 
63451	4.2.1.83	100112 	100113 13 
63561	1.21.99.2	0 100249 	4 741 100250 127 
63567	6.3.3.1	7 37820 	115 4 37821 45 
63569	2.7.1.39	2048 7 	4 71017 45 
63588	2.3.3.9	693 172 	419 186 13 
63767	2.3.1.-	3570 4 233 186 13 	21 100557 172 286 
63770	3.1.1.83	100560 13 	100561 4 
63795	3.1.4.57	100600 13 	4 100601 
63801	2.6.1.106	100609 382 	100610 342 
63967	1.10.3.3	4 75 203 	13 100847 
63968	1.14.99.-	98215 75 	100849 100848 
64020	3.1.1.31	2737 13 	1034 
64030	3.2.1.185	100939 13 	20120 
64102	1.11.1.7	121 101034 	101035 101034 13 
64214		98549 21 	101189 
64226	5.3.1.16	101203 4 	74833 
64269	6.1.1.11	53138 7 	9 10 
64357	4.2.1.34	101386 	87110 13 
64483		53121 	4 2026 13 
64490		266 	266 
64554		4 101647 	4 101647 
64594	1.14.13.-	101705 184 75 	245 13 44413 
